,name,url,Avg_Rate,Location,Price,Quality,Service,Space
0,McDonald's - Sân Bay Tân Sơn Nhất,/ho-chi-minh/mcdonald-s-san-bay-tan-son-nhat,7.52,7.8,7.5,7.6,7.1,7.6
1,San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,/ho-chi-minh/san-fu-lou-cantonese-kitchen-phan-xich-long,7.444,7.9,6.5,7.5,7.4,7.9
2,Phố Ngon 37 - Saigon Centre,/ho-chi-minh/pho-ngon-37-saigon-centre,7.658,8.1,7.2,7.4,7.3,8.3
3,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Sư Vạn Hạnh,/ho-chi-minh/moc-vi-quan-mi-quang-com-dia-nong-su-van-hanh,6.956,7.2,6.9,6.9,6.8,6.9
4,Lotteria - Vạn Kiếp,/ho-chi-minh/lotteria-van-kiep,6.686,7.3,6.6,6.2,6.5,6.9
5,Hotpot Story - Pearl Plaza,/ho-chi-minh/hotpot-story-pearl-plaza,7.4,7.6,7.0,7.0,7.7,7.9
6,Sky Garden - BBQ & Hot Pot - Phan Văn Trị,/ho-chi-minh/sky-garden-bbq-hot-pot-phan-van-tri,6.728,7.5,6.0,6.2,7.0,7.1
7,"Sandwich Man - Cơm, Thức Ăn Nhanh & Giải Khát",/ho-chi-minh/sandwich-man-com-thuc-an-nhanh-giai-khat,7.1,8.0,6.5,7.0,7.0,7.0
8,Pizza 4P's - Pizza Kiểu Nhật - Hai Bà Trưng,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-hai-ba-trung,8.24,8.3,7.4,8.5,8.4,8.6
9,Haidilao Hot Pot - Bitexco Tower,/ho-chi-minh/hai-di-lao-hot-pot-bitexco-tower,8.748,8.7,7.8,8.9,9.4,8.9
10,Kichi Kichi Lẩu Băng Chuyền - Nguyễn Văn Trỗi,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-nguyen-van-troi,7.186,7.6,6.7,7.1,7.2,7.3
11,McDonald's - Nguyễn Huệ,/ho-chi-minh/mcdonald-s-nguyen-hue,7.272,8.0,6.7,7.3,6.9,7.5
12,Gyu Shige - Ngưu Phồn - Nướng Nhật Bản - Tôn Thất Thiệp,/ho-chi-minh/gyu-shige-nuong-nhat-ban-ton-that-thiep,8.282,8.5,7.7,8.6,8.1,8.5
13,Hùng Xíu - Quán Nhậu Khuya,/ho-chi-minh/hung-xiu,7.36,8.0,6.4,7.8,7.6,7.0
14,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Tri Phương,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-tri-phuong,6.636,7.0,6.3,6.8,6.6,6.6
15,Royal Garden - Cantonese Cuisine - Ẩm Thực Trung Hoa,/ho-chi-minh/royal-garden-cantonese-cuisine,7.366,7.4,6.8,7.5,7.2,7.9
16,Saigon NEW Restaurant - Phạm Văn Đồng,/ho-chi-minh/saigon-new-restaurant,5.094,5.7,4.8,4.6,4.5,5.9
17,Gogi House - Quán Nướng Hàn Quốc - Vincom Center,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-center,7.248,7.6,6.9,7.6,7.1,7.1
18,Founder Bak Kut Teh - TTTM RomeA,/ho-chi-minh/founder-bak-kut-teh-tttm-romea,8.35,8.1,8.3,8.6,8.5,8.2
19,Khẩu Vị Thái - Nguyễn Trãi,/ho-chi-minh/khau-vi-thai-nguyen-trai,7.614,8.1,6.7,7.5,7.9,7.9
20,Sinjeon Tokbokki - Ẩm Thực Hàn Quốc - Phạm Văn Nghị,/ho-chi-minh/sinjeon-tokbokki-am-thuc-han-quoc-pham-van-nghi,7.602,7.6,7.5,7.7,7.7,7.4
21,Nhà Hàng Tri Vị Cư - Món Hoa,/ho-chi-minh/nha-hang-tri-vi-cu-mon-hoa,4.4,5.3,3.0,3.7,5.0,5.0
22,Món Huế - 45 Lê Văn Việt,/ho-chi-minh/mon-hue-le-van-viet,9.4,9.0,9.0,10.0,10.0,9.0
23,Nhà Hàng Tứ Lục - Quán Ăn Gia Đình,/ho-chi-minh/nha-hang-tu-luc-quan-an-gia-dinh,8.0,8.0,8.0,8.0,8.0,8.0
24,Khao Lao - Ẩm Thực Lào - AEON Mall Tân Phú,/ho-chi-minh/khao-lao-restaurant,6.934,7.1,6.2,7.0,7.1,7.4
25,Kichi Kichi Lẩu Băng Chuyền - SC VivoCity,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-sc-vivocity,8.12,8.1,7.8,8.3,8.3,8.0
26,Hội Quán Học Viện - Ẩm Thực Bắc,/ho-chi-minh/hoi-quan-hoc-vien-am-thuc-bac,7.0,8.0,9.0,8.0,1.0,9.0
27,Koi Sushi,/ho-chi-minh/koi-sushi,8.5,8.6,8.4,8.5,8.4,8.5
28,Papaxốt - Sư Vạn Hạnh,/ho-chi-minh/papaxot-su-van-hanh,6.614,7.5,6.4,6.5,5.9,6.8
29,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Đình Chiểu,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-dinh-chieu,9.102,9.0,9.1,9.2,9.0,9.2
30,Kỳ Hoà 2 ,/ho-chi-minh/ky-hoa-2,6.698,6.8,6.8,7.2,6.3,6.3
31,BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh,/ho-chi-minh/cow-express-su-van-hanh,7.644,7.8,7.4,7.8,7.6,7.6
32,Sher-E-Punjab Cuisine - Ẩm Thực Ấn Độ,/ho-chi-minh/sher-e-punjab-cuisine-am-thuc-an-do,7.934,8.1,7.8,7.7,8.1,8.0
33,El Sol - Meat & Wine - Võ Thị Sáu,/ho-chi-minh/el-sol-meat-wine-vo-thi-sau,8.082,7.6,7.8,8.4,8.4,8.2
34,Baoz Dimsum Restaurant - Nguyễn Tri Phương,/ho-chi-minh/baoz-dimsum-resraurant,7.14,7.1,7.1,7.4,6.7,7.4
35,Hutong - Hotpot Paradise - Vincom Thủ Đức,/ho-chi-minh/hutong-hotpot-paradise-vincom-thu-duc,8.464,8.6,8.2,8.4,8.4,8.8
36,Chấm Đỏ -  Parkson CT Plaza,/ho-chi-minh/cham-do-parkson-ct-plaza,4.934,5.3,5.3,3.7,4.7,5.7
37,Dao Hua - Taiwanese Hotpot Paradise - Hoàng Hoa Thám,/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-hoang-hoa-tham,6.702,7.0,6.4,6.4,6.8,7.1
38,The Pizza Company - Hậu Giang,/ho-chi-minh/the-pizza-company-hau-giang,7.122,7.5,6.9,7.1,7.0,7.2
39,Bò-Lế-Rồ - Cao Thắng,/ho-chi-minh/bo-le-ro-cac-mon-ngon-ve-bo-cao-thang,6.38,6.9,6.2,6.5,5.6,6.7
40,Papas' Chicken - Nguyễn Tri Phương,/ho-chi-minh/papa-s-chicken-nguyen-tri-phuong,7.058,7.6,6.6,7.0,6.9,7.3
41,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,/ho-chi-minh/hanuri-korean-fast-food-nguyen-dinh-chieu,7.32,7.4,7.5,7.6,7.1,6.9
42,Pasta Fresca - Phan Xích Long,/ho-chi-minh/pasta-fresca-phan-xich-long,7.862,8.0,7.5,8.2,8.5,7.1
43,McDonald's - Vincom Mega Mall Thảo Điền,/ho-chi-minh/mcdonald-s-vincom-mega-mall-thao-dien,7.924,8.0,7.5,8.1,8.1,8.0
44,Pizza Hut - Phan Xích Long,/ho-chi-minh/pizza-hut-phan-xich-long,7.03,7.5,6.6,7.3,6.9,6.9
45,Bonchon Chicken Vietnam,/ho-chi-minh/bonchon-chicken-vietnam-945483,8.528,8.8,7.9,8.8,8.4,8.9
46,Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-phan-xich-long,7.03,7.4,6.6,7.2,7.1,6.9
47,Manwah Taiwanese Hotpot - Estella Place,/ho-chi-minh/manwah-taiwanese-hotpot-estella-place,7.166,7.1,7.2,6.7,6.8,8.1
48,DQ Grill & Chill - Nguyễn Ảnh Thủ,/ho-chi-minh/dq-grill-chill-nguyen-anh-thu,6.472,7.2,6.2,7.2,6.0,5.8
49,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Ảnh Thủ,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-anh-thu,7.75,7.8,7.3,7.9,7.6,8.2
50,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Ảnh Thủ,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-nguyen-anh-thu,7.75,7.8,7.3,7.9,7.6,8.2
51,GoGi House - Quán Nướng Hàn Quốc - Sân Bay Tân Sơn Nhất,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-san-bay-tan-son-nhat,9.164,8.9,9.2,9.3,9.1,9.3
52,Phong Cua 1 - Cây Sứ Quán,/ho-chi-minh/phong-cua-cay-su-quan,6.296,6.1,6.7,6.9,5.3,6.4
53,Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-van-hanh-mall-buffet-nuong-lau,8.14,8.2,7.4,8.5,7.9,8.8
54,Stoker Woodfired Grill & Bar,/ho-chi-minh/stoker-woodfired-grill-bar,7.388,8.0,6.4,7.4,7.5,7.7
55,Hoàng Gia Lounge,/ho-chi-minh/hoang-gia-lounge,8.4,8.5,7.5,8.0,9.0,9.0
56,Âu Lạc - Ẩm Thực Chay,/ho-chi-minh/au-lac-am-thuc-chay,6.166,7.3,5.0,6.7,5.8,6.0
57,HongKong Hotpot,/ho-chi-minh/hong-kong-hot-pot-restaurant,7.444,7.8,6.9,7.3,7.3,8.0
58,Nhà Hàng Ẩm Thực Quê Nhà - Nguyễn Thái Bình,/ho-chi-minh/nha-hang-am-thuc-que-nha-nguyen-thai-binh,8.0,8.0,8.0,8.0,8.0,8.0
59,Gyu-Kaku Japanese BBQ - Điện Biên Phủ,/ho-chi-minh/gyu-kaku-japanese-bbq-dien-bien-phu,7.478,7.4,6.9,7.8,7.5,7.8
60,Basta Hiro - Pasta & Pizza - Hai Bà Trưng,/ho-chi-minh/basta-hiro-pasta-pizza-hai-ba-trung,7.688,7.9,7.3,7.9,7.4,7.9
61,Haru Sushi - Nguyễn Tri Phương,/ho-chi-minh/haru-sushi-nguyen-tri-phuong,8.024,7.9,7.7,8.0,8.6,8.0
62,Uraetei BBQ - Phổ Đình - Nam Kỳ Khởi Nghĩa,/ho-chi-minh/pho-dinh-nam-ky-khoi-nghia,7.462,7.7,6.8,7.9,7.3,7.6
63,Tung Garden - Dimsum & Món Hoa,/ho-chi-minh/tung-garden-dimsum,7.9,7.7,7.3,8.3,7.9,8.2
64,Gogi House - Nướng Hàn Quốc - An Dương Vương,/ho-chi-minh/gogi-house-nuong-han-quoc-an-duong-vuong,10.0,10.0,10.0,10.0,10.0,10.0
65,Nhà Hàng Cơm Niêu Sài Gòn - Tú Xương,/ho-chi-minh/nha-hang-com-nieu-sai-gon-tu-xuong,7.344,7.8,6.7,7.3,7.0,7.9
66,Big Pig - BBQ & Beer - Song Hành,/ho-chi-minh/big-pig-bbq-beer-song-hanh,8.494,8.0,7.7,8.9,9.3,8.6
67,Big Pig - BBQ & Beer - Cao Thắng,/ho-chi-minh/big-pig-bbq-beer-cao-thang,7.542,7.9,7.3,7.2,7.1,8.2
68,Texas Chicken - Nguyễn Thái Học,/ho-chi-minh/texas-chicken-nguyen-thai-hoc,7.158,7.5,7.0,7.5,6.7,7.2
69,The Chicago Jjamppong - Ẩm Thực Hàn Quốc,/ho-chi-minh/the-chicago-jjamppong-am-thuc-han-quoc,8.734,8.6,8.7,8.9,8.8,8.8
70,Relish & Sons - Burger Restaurant - Xuân Thủy,/ho-chi-minh/relish-sons-burger-restaurant,8.434,8.7,7.8,8.7,8.2,8.8
71,Pasta Paradise,/ho-chi-minh/pasta-paradise,7.098,7.3,6.7,7.5,6.9,7.1
72,Pizza Hut - Hoàng Hoa Thám,/ho-chi-minh/pizza-hut-hoang-hoa-tham,9.2,10.0,7.0,10.0,10.0,9.0
73,Lẩu Nhật Bản Kubara - Saigon Centre,/ho-chi-minh/lau-nhat-ban-kubara-saigon-centre,6.34,6.9,5.1,6.9,6.3,6.6
74,Buzza Pizza - Nguyễn Trung Trực,/ho-chi-minh/buzza-pizza,7.912,8.0,7.8,8.0,7.8,8.0
75,Nhà Hàng Ẩm Thực Quê Nhà - Phạm Ngọc Thạch,/ho-chi-minh/nha-hang-am-thuc-que-nha-pham-ngoc-thach,4.368,5.2,3.9,4.2,3.6,5.0
76,Cocochin Food Court - Saigon House,/ho-chi-minh/cocochin-food-court-saigon-house,7.66,8.3,7.0,7.6,7.3,8.1
77,Bún Bò Gánh - Lý Chính Thắng,/ho-chi-minh/bun-bo-ganh,6.756,7.2,6.7,6.6,6.2,7.2
78,Sky Garden - BBQ & Hot Pot - 3 Tháng 2,/ho-chi-minh/sky-garden-bbq-hot-pot-3-thang-2,6.638,6.7,6.1,6.8,6.8,6.8
79,Nhà Hàng Vườn Quê - Trần Quốc Toản,/ho-chi-minh/nha-hang-vuon-que-chi-nhanh-2,7.424,7.6,7.3,7.8,6.8,7.6
80,Gogi House - Quán Nướng Hàn Quốc - Vạn Hạnh Mall,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-van-hanh-mall,7.942,8.2,7.9,8.1,7.5,8.0
81,Tsukimi Sushi,/ho-chi-minh/tsukumisu-sushi,7.044,7.1,7.4,7.3,7.4,6.1
82,Bò-Lế-Rồ - Lê Đại Hành,/ho-chi-minh/bo-le-ro-bo-nhung-sot-nhung-lau-le-dai-hanh,6.06,6.8,5.8,5.8,5.4,6.4
83,Nhà Hàng Những Người Bạn,/ho-chi-minh/nhung-nguoi-ban,6.672,7.1,6.4,6.6,6.2,7.1
84,An Cafe & Restaurant - Vietnamese Cuisine,/ho-chi-minh/an-cafe-restaurant-vietnamese-cuisine,7.418,7.5,6.6,7.5,6.9,8.5
85,IKI Sushi - Cống Quỳnh,/ho-chi-minh/iki-sushi-cong-quynh,8.356,8.3,7.9,8.6,8.4,8.6
86,K-Bop - Korean Fastfood,/ho-chi-minh/k-bop-korean-fastfood,7.86,7.9,7.9,8.0,7.6,7.8
87,Shilla - Korean BBQ Restaurant,/ho-chi-minh/shilla-korean-bbq-restaurant,9.266,9.3,9.0,9.3,9.7,9.0
88,Food Court - AEON Mall Tân Phú,/ho-chi-minh/foodcourt-aeon-mall,7.538,7.1,8.0,7.9,7.3,7.4
89,Kichi Kichi Lẩu Băng Chuyền - An Dương Vương,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-an-duong-vuong,8.168,8.5,7.7,8.2,8.3,8.2
90,Mr. Kiss - Nhà Hàng Gà Hàn Quốc,/ho-chi-minh/mr-kiss-nha-hang-han-quoc,8.198,7.7,7.7,8.8,8.7,8.2
91,Sik Dak Fook - Nhà Hàng Trung Hoa,/ho-chi-minh/sik-dak-fook-nha-hang-trung-hoa,5.57,6.2,5.2,5.2,5.3,5.9
92,Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-le-van-sy,7.568,7.7,6.9,7.9,7.6,7.8
93,KOT Restaurant,/ho-chi-minh/kot-restaurant,7.7,8.8,7.0,7.0,7.3,8.5
94,Kichi Kichi Lẩu Băng Chuyền - Pandora City,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-pandora-city,6.892,7.0,6.4,7.1,6.9,7.0
95,Pasteur Street Brewing Co. - Lê Thánh Tôn Taproom & Restaurant,/ho-chi-minh/pasteur-street-brewing-co-le-thanh-ton-taproom-restaurant,7.4,7.0,7.0,8.0,8.0,7.0
96,King BBQ Buffet AEON Mall Tân Phú,/ho-chi-minh/king-bbq-buffet-aeon-mall-tan-phu,7.244,7.4,6.7,7.6,7.4,7.2
97,Hương Rừng 1 - Buffet,/ho-chi-minh/huong-rung,6.754,7.4,6.6,6.6,6.4,6.8
98,Kichi Kichi Lẩu Băng Chuyền - Vincom Thủ Đức,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-vincom-thu-duc,7.288,7.6,7.1,7.3,7.2,7.3
99,Bốc - Food & Beer Garden,/ho-chi-minh/boc-food-beer-garden,7.38,7.4,7.4,7.4,7.4,7.4
100,Bếp Chay 365,/ho-chi-minh/bep-chay-365,6.634,7.0,6.9,6.5,6.4,6.5
101,Anna Bak Kut Teh - Soup Sườn Bak Kut Teh,/ho-chi-minh/anna-bak-kut-teh-soup-suon-bak-kut-teh,9.0,10.0,8.0,10.0,9.0,8.0
102,Gogi House - Thịt Nướng Hàn Quốc - E-Mart Gò Vấp,/ho-chi-minh/gogi-house-thit-nuong-han-quoc-e-mart-go-vap,7.15,7.6,6.9,7.2,6.8,7.3
103,Kichi Kichi Lẩu Băng Chuyền - Vincom Center,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-vincom-center,7.356,7.8,7.0,7.4,7.3,7.2
104,Rạn Biển 5 - Nam Kỳ Khởi Nghĩa,/ho-chi-minh/ran-bien-5-nam-ky-khoi-nghia,7.432,8.0,6.6,7.8,7.1,7.7
105,Chài Village - Sushi & Hải Sản Tươi Sống - Saigon House,/ho-chi-minh/chai-village-sushi-hai-san-tuoi-song-saigon-house,8.534,8.7,8.1,8.5,8.8,8.6
106,Sushi House,/ho-chi-minh/sushi-house,8.516,8.2,8.3,9.1,8.4,8.6
107,Horiyama Hisaya - Ateya Japanese Restaurant,/ho-chi-minh/horiyama-hisaya-ateya-japanese-restaurant,8.4,7.5,7.0,9.5,9.0,9.0
108,Gà Rán Popeyes - Thảo Điền,/ho-chi-minh/ga-ran-popeyes-thao-dien,7.324,7.1,7.3,7.7,7.2,7.3
109,Morico - Contemporary Japanese Lifestyle - Crescent Mall,/ho-chi-minh/morico-modern-japanese-restaurant-cafe-crescent-mall,7.82,8.0,6.9,8.3,7.9,8.0
110,Kichi Kichi Lẩu Băng Chuyền - Phú Mỹ Hưng,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-phu-my-hung,7.344,7.8,7.3,7.3,7.2,7.2
111,Làng Nướng Nam Bộ - Hòa Bình,/ho-chi-minh/lang-nuong-nam-bo-hoa-binh,6.862,7.1,6.8,7.0,6.6,6.9
112,Phố 79 Restaurant - Riêu Cá Chép Hương Vị Bắc - Phạm Ngọc Thạch,/ho-chi-minh/pho-79-restaurant-rieu-ca-chep-huong-vi-bac-pham-ngoc-thach,8.4,8.0,8.0,8.0,9.0,9.0
113,Kichi Kichi Lẩu Băng Chuyền - Nguyễn Ảnh Thủ,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-nguyen-anh-thu,8.346,8.6,8.0,8.4,8.5,8.2
114,Hancook Korean Fast Food - Đường 3 Tháng 2,/ho-chi-minh/hancook-korean-fast-food,6.952,6.8,7.4,7.2,6.7,6.7
115,Nhà Hàng Hương Biển - Lương Định Của,/ho-chi-minh/nha-hang-huong-bien-luong-dinh-cua,7.1,7.0,7.0,7.3,7.0,7.3
116,Hoàng Yến Buffet Premier - Bitexco Tower,/ho-chi-minh/hoang-yen-premier-bitexco-tower,7.12,7.7,6.3,7.0,7.1,7.6
117,Captain Lobster ,/ho-chi-minh/captain-lobster,8.566,8.8,7.9,8.2,8.9,9.0
118,Giác Ngộ - Nhà Hàng Chay,/ho-chi-minh/giac-ngo-nha-hang-chay,6.1,6.0,6.5,6.5,5.5,6.0
119,Sushi Masa - 3 Tháng 2,/ho-chi-minh/sushi-masa-3-thang-2,7.586,7.6,7.4,7.8,7.6,7.5
120,SOI 615 Restaurant - Modern Thai Bistro,/ho-chi-minh/soi-615-restaurant-modern-thai-bistro,7.8,8.4,8.0,7.8,7.2,7.6
121,Cháo Sườn Chú Chen,/ho-chi-minh/chao-suon-chu-chen,6.7780000000000005,7.2,6.2,6.8,6.7,7.0
122,Lotteria - Crescent Mall,/ho-chi-minh/lotteria-crescent-mall,6.816,7.0,7.0,6.7,6.4,7.0
123,L'Usine Restaurant - Thảo Điền,/ho-chi-minh/l-usine-restaurant-thao-dien,8.734,8.7,8.0,9.0,9.0,9.0
124,Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-vincom-mega-mall-thao-dien-buffet-nuong-lau,7.992,8.2,7.1,8.2,8.3,8.1
125,Jeffrey’s Kitchen - Taiwanese Beef Noodle & Dumpling,/ho-chi-minh/jeffrey-s-kitchen-taiwanese-beef-noodle-dumpling,9.7,10.0,9.0,10.0,9.5,10.0
126,The Au My Wine Cellar - Món Âu,/ho-chi-minh/the-au-my-wine-cellar-mon-au,6.62,6.9,5.6,6.6,6.6,7.3
127,Kichi Kichi Lẩu Băng Chuyền - Lê Quý Đôn,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-le-quy-don,8.01,8.0,7.8,8.0,8.1,8.2
128,Seoul Garden - Buffet Lẩu & Nướng - AEON Mall Bình Tân,/ho-chi-minh/seoul-garden-buffet-lau-nuong-aeon-mall-binh-tan,6.946,7.6,6.4,6.6,7.4,6.7
129,Kichi Kichi Lẩu Băng Chuyền - ST Center,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-binh-chieu,10.0,10.0,10.0,10.0,10.0,10.0
130,Veggie Saigon - Nhà Hàng Chay & Cafe - Đề Thám,/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe,6.07,6.5,5.9,5.9,6.1,6.0
131,Cơm Gà Đông Nguyên - Nguyễn Trãi,/ho-chi-minh/com-ga-dong-nguyen-nguyen-trai,6.404,6.8,5.4,6.9,6.5,6.4
132,Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-cao-thang-buffet-nuong-lau,7.07,7.4,6.5,7.4,6.9,7.2
133,Cơm Tấm Cali 22 - Vincom Mega Mall Thảo Điền,/ho-chi-minh/com-tam-cali-22-vincom-mega-mall-thao-dien,8.3,8.3,8.0,8.4,8.3,8.6
134,Lotteria - Nguyễn Ảnh Thủ,/ho-chi-minh/lotteria-nguyen-anh-thu,5.74,5.8,5.9,6.1,5.3,5.6
135,Chuck's Burgers - Pasteur,/ho-chi-minh/chuck-s-burgers-pasteur,6.5,6.8,6.1,6.6,6.7,6.3
136,Bảo Thành - Hủ Tiếu Nam Vang,/ho-chi-minh/hu-tieu-nam-vang-tran-ngoc-dien,6.3,7.5,7.0,5.0,5.5,6.5
137,Lotteria - Thoại Ngọc Hầu,/ho-chi-minh/lotteria-thoai-ngoc-hau,5.8,6.0,6.5,6.0,5.0,5.5
138,Pizza 4P's - Pizza Kiểu Nhật - Xuân Thủy,/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-xuan-thuy,9.364,9.4,9.2,9.7,9.5,9.1
139,Nijyu Maru - Vincom Lê Văn Việt,/ho-chi-minh/nijyu-maru-vincom-le-van-viet,7.476,7.8,7.3,7.5,7.1,7.7
140,Cơm Gà Singapore 99 - Chicken Rice - Nguyễn Tri Phương,/ho-chi-minh/com-ga-singapore-99,6.928,7.4,6.3,6.7,7.2,7.1
141,Saint Honore - Ẩm Thực Pháp - Masteri,/ho-chi-minh/saint-honore-am-thuc-phap-masteri,8.4,9.0,8.0,9.0,8.0,8.0
142,Vuông Tròn Quán - Đặc Sản Dê Tươi,/ho-chi-minh/vuong-tron-quan-dac-san-de-tuoi,6.6,6.0,7.0,7.0,7.0,6.0
143,Ye Ga - Nhà Hàng Hàn Quốc,/ho-chi-minh/ye-ga-nha-hang-han-quoc,7.7780000000000005,7.9,6.4,8.3,8.0,8.4
144,Gyu Shige - Ngưu Phồn - Nướng Nhật Bản - Saigon Centre,/ho-chi-minh/gyu-shige-nha-hang-nhat-ban-saigon-centre,7.728,7.9,7.3,8.3,7.6,7.5
145,Domino's Pizza - Minh Phụng,/ho-chi-minh/domino-s-pizza-minh-phung,7.286,7.3,7.1,7.6,7.3,7.1
146,El Gaucho Steakhouse - Estella Place,/ho-chi-minh/el-gaucho-steakhouse-estella-place,9.4,10.0,7.0,10.0,10.0,10.0
147,Cơm Nướng Hotto - Vincom Plaza Gò Vấp,/ho-chi-minh/com-nuong-hotto-vincom-plaza-go-vap,6.838,7.1,6.2,6.6,6.6,7.7
148,Nhân Sushi Bito - Fresh Sashimi,/ho-chi-minh/nhan-sushi,7.336,7.7,6.4,8.3,7.3,7.1
149,Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Hồ Tùng Mậu,/ho-chi-minh/don-chicken-chicken-pub,7.472,7.9,6.8,8.1,7.5,7.1
150,Thai Box - Nhà Hàng Thái - Cộng Hòa,/ho-chi-minh/thai-box-nha-hang-thai-cong-hoa,6.924,7.2,7.0,6.9,6.9,6.6
151,Bon Appétit - Đinh Công Tráng,/ho-chi-minh/bon-appetit-dinh-cong-trang,7.902,7.8,7.7,8.3,7.9,7.9
152,Huy Béo - Bia Hơi Hà Nội,/ho-chi-minh/huy-beo-bia-hoi-ha-noi-nguyen-thi-minh-khai,6.168,6.7,6.2,5.8,5.7,6.5
153,Gà Rán KFC - Ngô Gia Tự,/ho-chi-minh/kfc-ngo-gia-tu,7.214,7.7,7.1,7.2,6.8,7.2
154,Honey Moon - Nhà Hàng Tiệc Cưới,/ho-chi-minh/honey-moon,7.6,8.1,7.4,7.7,7.1,7.7
155,Gogi House - Quán Nướng Hàn Quốc - Vincom Thủ Đức,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-thu-duc,7.7,8.0,7.2,7.9,7.6,7.8
156,Kichi Kichi Lẩu Băng Chuyền - Sư Vạn Hạnh,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-su-van-hanh,7.226,7.5,6.9,7.2,7.1,7.4
157,Roll Garden 3 - Nướng & Lẩu - Vincom Landmark 81,/ho-chi-minh/roll-garden-3-vincom-landmark-81,7.29,7.9,6.3,7.1,7.6,7.6
158,Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,/ho-chi-minh/sumo-bbq-phan-van-tri-buffet-nuong-lau,7.228,7.5,7.0,7.1,7.1,7.4
159,Yukiakari - Curry & Rice - TTTM Takashimaya,/ho-chi-minh/yukiakari-curry-rice-takashimaya-vietnam,7.572,7.9,7.1,7.9,7.6,7.3
160,Adora Premium - Tiệc Cưới Hội Nghị - Phú Mỹ Hưng,/ho-chi-minh/adora-premium-phu-my-hung,7.734,7.5,7.0,8.0,7.9,8.3
161,Hotpot Story - Lotte Mart Nam Sài Gòn,/ho-chi-minh/hotpot-story-lotte-mart-nam-sai-gon,6.978,7.1,6.6,6.9,7.1,7.1
162,Aka House - Quán Nướng Nhật Bản - Vạn Hạnh Mall,/ho-chi-minh/aka-house-quan-nuong-nhat-ban-van-hanh-mall,5.874,6.5,5.9,5.6,5.3,6.1
163,Gogi House - Quán Nướng Hàn Quốc - Tân Sơn Nhì,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-tan-son-nhi,9.17,9.2,9.2,9.2,9.2,9.2
164,Wind Rome Doyagi - Quán Ăn Hàn Quốc,/ho-chi-minh/wind-rome-doyagi-quan-an-han-quoc,8.398,8.8,8.5,8.3,8.3,8.0
165,Bánh Canh Bột Gạo Hai Nhiên,/ho-chi-minh/banh-canh-bot-gao-hai-nhien,6.8260000000000005,7.0,6.6,6.7,7.0,6.9
166,Restaurant 13 - Cơm Việt Nam,/ho-chi-minh/restaurant-13-com-viet-nam,7.68,8.2,6.8,8.4,7.8,7.2
167,Nhà Hàng Làng Thịt,/ho-chi-minh/nha-hang-lang-thit,7.7,7.8,7.0,8.3,7.8,7.8
168,Gogi House - Quán Nướng Hàn Quốc - Saigon Centre,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-saigon-centre,7.546,7.9,7.1,7.6,7.5,7.6
