,name,url,Avg_Rate,Location,Price,Quality,Service,Space
520,Gala Center - Trung Tâm Hội Nghị Tiệc Cưới,/ho-chi-minh/gala-center-trung-tam-hoi-nghi-tiec-cuoi,6.622,7.0,6.2,6.4,6.4,7.3
521,KFC Lâm Văn Bền,/ho-chi-minh/kfc-lam-van-ben-951753,8.6,10.0,7.0,7.0,9.0,10.0
522,NAM Vietnamese Kitchen,/ho-chi-minh/nam-vietnamese-kitchen,7.85,8.3,7.5,7.5,7.5,8.5
523,Bà Xã Vegan - Nhà Hàng Chay - Nguyễn Trãi,/ho-chi-minh/nha-hang-chay-ba-xa-vegan,7.188,7.5,6.7,7.5,7.0,7.2
524,Gà Rán KFC - Hiệp Bình,/ho-chi-minh/kfc-hiep-binh,5.36,5.3,5.6,5.4,5.0,5.5
525,Tokyo Deli - Nguyễn Văn Bá,/ho-chi-minh/tokyo-deli-nguyen-van-ba,7.0,7.5,7.5,7.5,5.0,7.5
526,Làng Nướng Miền Tây - Quốc Lộ 50,/ho-chi-minh/lang-nuong-mien-tay-quoc-lo-50,8.8,8.0,9.0,9.0,9.0,9.0
527,Roll Garden 1 - Nướng & Lẩu - Vincom Mega Mall Thảo Điền,/ho-chi-minh/roll-garden-vincom-mega-mall-thao-dien,7.5600000000000005,6.7,6.6,8.2,8.7,7.7
528,Cháo Ếch Sư Phụ Singapore - Quang Trung,/ho-chi-minh/chao-ech-su-phu-singapore-quang-trung,7.36,7.6,6.8,7.6,7.6,7.2
529,Big Pig - BBQ & Beer - Trường Sơn,/ho-chi-minh/big-pig-bbq-beer-truong-son,6.594,6.4,6.3,6.6,6.9,6.9
530,GoGi House - Nướng Hàn Quốc - Âu Cơ,/ho-chi-minh/gogi-house-au-co-quan-thit-nuong-han-quoc,8.136,8.3,7.9,8.2,7.7,8.6
531,Dao Hua - Taiwanese Hotpot Paradise - Estella Place,/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-estella-place,7.266,7.3,6.9,7.0,7.4,7.7
532,GAXEO Chicken - Beer & BBQ - Phan Văn Trị,/ho-chi-minh/gaxeo-chicken-beer-bbq-phan-van-tri,6.934,7.7,6.7,7.3,6.3,6.7
533,Central Restaurant - Liberty Central Saigon Citypoint - Pasteur,/ho-chi-minh/central-restaurant-liberty-central-saigon-city-point-pasteur,7.08,7.5,6.3,6.4,7.3,7.9
534,Shamoji Robata Yaki - Ẩm Thực Nhật Bản - Lê Thị Riêng,/ho-chi-minh/shamoji-robata-yaki-am-thuc-nhat-ban-le-thi-rieng,9.0,9.0,8.0,9.0,10.0,9.0
535,Hotpot Story - Phan Xích Long,/ho-chi-minh/hotpot-story-phan-xich-long,6.746,7.6,6.9,6.5,6.1,6.7
536,Spicy Box - Tokbokki Hot Pot - Vincom Mega Mall Thảo Điền,/ho-chi-minh/spicy-box-tokbokki-hot-pot,8.13,7.6,8.2,8.5,8.1,8.2
537,GoGi House Nguyễn Xí - Quán Thịt Nướng Hàn Quốc,/ho-chi-minh/gogi-house-nguyen-xi-quan-thit-nuong-han-quoc,8.725999999999999,8.6,8.3,9.0,9.0,8.8
538,Câu Tôm Bình Quới - Bình Quới,/ho-chi-minh/cau-tom-binh-quoi-binh-quoi,7.174,6.9,6.9,7.3,7.4,7.4
539,Jollibee - Co.opmart Lý Thường Kiệt,/ho-chi-minh/jollibee-ly-thuong-kiet,6.122,6.5,6.2,6.1,5.8,6.1
540,Nhà Hàng Ngân Đình Sài Gòn,/ho-chi-minh/nha-hang-ngan-dinh-sai-gon,7.356,8.1,6.7,7.4,6.7,7.9
541,Sushi & Que - Thành Thái,/ho-chi-minh/sushi-que-thanh-thai,6.146,6.7,5.8,6.1,5.8,6.4
542,HOOGA Café Restaurant & Lounge,/ho-chi-minh/hooga-cafe-restaurant-lounge,9.03,9.1,8.4,9.3,9.4,8.9
543,The Menu Restaurant - Pizza & Pasta,/ho-chi-minh/the-menu-restaurant-pizza-pasta,7.474,7.0,7.6,7.5,7.7,7.6
544,Bà Cô Lốc Cốc - Nhà Hàng Ốc Độc Lạ,/ho-chi-minh/ba-co-loc-coc-hai-san-tuoi-song,6.998,7.0,6.2,7.2,7.0,7.6
545,Gà Rán Popeyes - Dương Bá Trạc,/ho-chi-minh/ga-ran-popeyes-duong-ba-trac,6.534,6.8,6.7,6.5,6.3,6.4
546,Domino's Pizza - Phú Mỹ Hưng,/ho-chi-minh/domino-s-pizza-phu-my-hung,7.802,8.0,7.7,7.9,7.8,7.6
547,Wok N' Roll - Phạm Viết Chánh,/ho-chi-minh/wok-n-roll-pham-viet-chanh,8.2,8.0,7.0,10.0,10.0,6.0
548,DQ Grill & Chill - Võ Văn Ngân,/ho-chi-minh/dq-grill-chill-vo-van-ngan,6.498,6.3,6.3,6.7,6.3,6.8
549,The Long @Times Square,/ho-chi-minh/the-long-times-square,8.17,8.6,7.3,8.2,8.3,8.5
550,Hủ Tiếu Cô My - Vinhomes Central Park,/ho-chi-minh/hu-tieu-co-my-vinhomes-central-park,7.534,7.7,7.5,7.0,7.7,7.8
551,The Pizza Company - Lê Đại Hành,/ho-chi-minh/the-pizza-company-le-dai-hanh,7.334,7.5,7.0,7.7,7.0,7.5
552,Bia Tươi Tiệp 107,/ho-chi-minh/bia-tuoi-tiep-107,7.562,8.0,6.9,7.7,7.4,7.8
553,Cowboy Jack's - American Dining - Aeon Mall Bình Tân,/ho-chi-minh/cowboy-jack-s-american-dining-aeon-mall-binh-tan,7.406,7.6,6.9,7.6,7.3,7.7
554,Uraetei BBQ - Phổ Đình - AEON Mall,/ho-chi-minh/uraetei-pho-dinh-aeon-mall,7.49,7.7,6.4,8.0,7.4,7.9
555,Sài Gòn House - Ẩm Thực Hàn Quốc,/ho-chi-minh/sai-gon-house-am-thuc-han-quoc,7.0,7.0,8.0,7.0,7.0,6.0
556,Catinat Lounge - Đồng Khởi,/ho-chi-minh/catinat-lounge-dong-khoi,7.5,7.5,7.5,7.5,7.5,7.5
557,The Drunken Pot - Cao Thắng,/ho-chi-minh/the-drunken-pot-cao-thang,8.0,8.0,8.0,8.0,8.0,8.0
558,Bollywood Indian Bar & Restaurant,/ho-chi-minh/bollywood-indian-bar-restaurant,7.88,7.8,7.6,7.6,8.4,8.0
559,Làng Nướng Hồng Đào - Bò Tơ Củ Chi,/ho-chi-minh/lang-nuong-hong-dao,7.202,5.4,7.3,8.0,8.3,7.0
560,Cuốn Và Chấm - Nguyễn Văn Thủ,/ho-chi-minh/cuon-cham-nguyen-van-thu,6.746,7.0,6.1,7.0,6.8,6.8
561,Lamenda Lounge - A&Em Hotel,/ho-chi-minh/lamenda-lounge-ly-tu-trong,7.7219999999999995,8.4,7.5,7.5,6.9,8.4
562,Al Fresco's - Phan Xích Long,/ho-chi-minh/al-fresco-s-phan-xich-long,7.608,7.8,6.7,8.1,7.7,7.7
563,Osaka Ramen Mì Nhật - Phú Mỹ Hưng,/ho-chi-minh/osaka-ramen-mi-nhat-phu-my-hung,7.448,7.9,6.7,7.7,7.4,7.5
564,Osaka Ohsho Aeon Mall Bình Tân - Quán Mì Ramen - Gyoza Nhật Bản,/ho-chi-minh/osaka-ohsho-aeon-mall-binh-tan-quan-mi-ramen-gyoza-nhat-ban,7.442,7.8,7.3,7.4,7.3,7.5
565,Tam Hảo Fresh Noodles - Mạc Thị Bưởi,/ho-chi-minh/tam-hao-handpull-noodles-mac-thi-buoi,7.172,7.4,6.4,7.7,7.4,7.0
566,La Haye Kitchen & Bar - The Bloq,/ho-chi-minh/la-haye-kitchen-bar-the-bloq,8.95,8.3,8.3,9.5,9.5,9.3
567,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,/ho-chi-minh/ashima-restaurant,7.792,7.9,6.9,8.2,7.8,8.1
568,Phở 25 - Chi Nhánh Bình Tân,/ho-chi-minh/pho-25-duong-so-4,7.428,6.7,7.6,8.2,6.4,8.2
569,Nhà Hàng Hải Đăng 2,/ho-chi-minh/nha-hang-hai-dang-2,7.634,7.6,7.6,7.8,7.5,7.6
570,Làng Nướng Biển Xanh,/ho-chi-minh/lang-nuong-bien-xanh,6.952,7.3,7.1,6.8,6.5,7.1
571,Food House - Phan Xích Long,/ho-chi-minh/food-house-restaurant-phan-xich-long,6.42,6.9,6.4,6.4,5.9,6.5
572,Domino's Pizza - Quang Trung,/ho-chi-minh/domino-s-pizza-quang-trung,7.29,7.5,7.4,7.5,7.0,7.1
573,Level 9 Restaurant - Liberty Saigon Parkview,/ho-chi-minh/level-9-restaurant-khach-san-que-huong-4,7.234,7.5,7.1,6.9,7.6,7.0
574,Sukiya - Cơm Bò Hầm & Mì Ramen - Parkson CT Plaza,/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-parkson-ct-plaza,7.112,7.5,7.2,6.6,7.1,7.1
575,Sushi Kei - Nhà Hàng Nhật Bản - Gigamall,/ho-chi-minh/sushi-kei-nha-hang-nhat-ban-giga-mall,8.102,7.9,7.1,7.8,8.8,9.0
576,MANMARU - Món Nhật,/ho-chi-minh/manmaru-mon-nhat,8.102,8.1,7.6,8.2,8.4,8.3
577,Lạc Thái 1,/ho-chi-minh/lac-thai-1,7.396,7.4,6.7,8.0,7.2,7.7
578,Basta Hiro - Pasta & Pizza - Saigon Centre,/ho-chi-minh/basta-hiro-pasta-pizza,7.748,8.1,7.1,7.8,7.9,8.0
579,Tokyo Deli - Phan Xích Long,/ho-chi-minh/tokyo-deli-phan-xich-long,7.436,7.7,7.0,7.7,7.3,7.6
580,Con Gà Trống Garden 3 - Võ Văn Kiệt,/ho-chi-minh/con-ga-trong-garden-3-vo-van-kiet,6.074,6.5,5.7,6.1,5.8,6.3
581,Gogi House - Thịt Nướng Hàn Quốc - Quang Trung,/ho-chi-minh/gogi-house-thit-nuong-han-quoc-quang-trung,8.434,8.7,8.2,8.3,8.2,8.8
582,Felix Cafe - Restaurant,/ho-chi-minh/felix-cafe-restaurant,6.156,7.4,5.9,6.1,4.7,6.7
583,Bornga Restaurant - Lý Tự Trọng,/ho-chi-minh/bornga-restaurant-ly-tu-trong,7.994,8.3,7.0,8.5,8.0,8.2
584,The Pizza Company - Bàu Cát,/ho-chi-minh/the-pizza-company-bau-cat,7.548,7.7,7.1,7.7,7.5,7.8
585,Poke Saigon - Nguyễn Huệ,/ho-chi-minh/poke-saigon-fish-salad,8.056,8.0,7.1,8.7,8.4,8.1
586,L'Usine Restaurant - Lê Thánh Tôn,/ho-chi-minh/l-usine-cafe-le-thanh-ton,7.578,8.1,6.3,7.6,7.6,8.3
587,Diamond Place - Tiệc Cưới & Hội Nghị,/ho-chi-minh/diamond-place,7.13,6.7,6.7,7.2,7.3,7.8
588,Gogi House - Quán Thịt Nướng Hàn Quốc - Pearl Plaza,/ho-chi-minh/gogi-house-quan-thit-nuong-han-quoc-pearl-plaza,7.194,7.4,6.8,7.4,6.9,7.4
589,Gà Rán KFC - Nowzone,/ho-chi-minh/kfc-nowzone,7.16,7.3,7.0,7.3,7.1,7.1
590,Nhà Hàng Ngon - Pasteur,/ho-chi-minh/nha-hang-ngon-pasteur,6.768,7.5,6.0,6.5,6.4,7.5
591,Tokyo Deli - 3 Tháng 2,/ho-chi-minh/tokyo-deli-duong-3-thang-2,7.636,7.7,7.1,7.8,7.7,7.8
592,Lai Ming Hotpot The World - Buffet Lẩu Hồng Kông,/ho-chi-minh/lai-ming-hotpot,8.388,8.5,8.4,8.5,8.5,8.2
593,Burger King - Nguyễn Tri Phương,/ho-chi-minh/burger-king-nguyen-tri-phuong,4.5280000000000005,4.9,4.1,4.6,4.5,4.5
594,"NAMBENTô - Cơm, Mì, Snack - Vincom Landmark 81",/ho-chi-minh/nambento-com-mi-snack-vincom-landmark-81,6.022,6.8,5.8,5.5,5.8,6.2
595,"Pura Vida - Mì Ý, Pizza, Steak & Món Âu",/ho-chi-minh/pura-vida-restaurant,7.72,7.6,7.6,7.8,8.0,7.6
596,Sky Garden - BBQ & Hot Pot - Lạc Long Quân,/ho-chi-minh/sky-garden-bbq-hot-pot,7.274,7.1,7.0,7.4,7.3,7.7
597,Two Two Chicken - Gà Rán Hàn Quốc - Park View,/ho-chi-minh/two-two-chicken-ga-ran-han-quoc-park-view,6.49,6.3,6.8,7.6,5.5,6.3
598,Lẩu Hoàng Yến - Vạn Hạnh Mall,/ho-chi-minh/lau-hoang-yen-van-hanh-mall,6.224,6.4,5.8,6.4,5.9,6.6
599,"Quán Mắm - Bún Đậu, Bún Mắm Nêm & Bánh Tráng Cuốn",/ho-chi-minh/mam-tinh-hoa-mon-cham-viet,8.634,8.8,8.3,8.9,8.4,8.8
600,The Alley Cocktail Bar & Kitchen,/ho-chi-minh/the-alley-cocktail-bar-kitchen,7.486,7.4,6.7,8.3,7.7,7.3
601,Ann Quán Nam Định,/ho-chi-minh/ann-quan-nguyen-binh-khiem,6.39,6.7,5.6,6.6,5.9,7.2
602,Long Monaco - Vạn Hạnh Mall,/ho-chi-minh/long-monaco-van-hanh-mall,6.626,7.2,6.7,6.5,5.9,6.9
603,Kichi Kichi Lẩu Băng Chuyền - AEON Mall Bình Tân,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-aeon-mall-binh-tan,7.77,7.9,7.7,7.8,7.8,7.8
604,Sinjeon Tokbokki - Ẩm Thực Hàn Quốc - Tô Ngọc Vân,/ho-chi-minh/sinjeon-tokbokki-am-thuc-han-quoc-to-ngoc-van,7.9,7.5,7.0,9.0,9.0,7.0
605,Chickita - Flame Grilled Chicken,/ho-chi-minh/chickita-flame-grilled-chicken,8.6,8.7,7.0,9.0,9.3,9.0
606,Hoa Đăng - Nhà Hàng Chay Loving Hut,/ho-chi-minh/hoa-dang-nha-hang-chay-loving-hut,6.844,6.8,6.0,7.4,6.7,7.4
607,A Dổi - Gà Ta Quán - AEON Mall Tân Phú,/ho-chi-minh/a-doi-ga-ta-quan-aeon-mall-tan-phu,8.934,8.3,8.7,9.7,9.0,9.0
608,Bò Chảo - 209 Lê Đại Hành,/ho-chi-minh/bo-chao-209-le-dai-hanh,6.654,6.8,6.6,6.9,6.4,6.6
609,Meat BBQ - Japanese & Korean Restaurant - Phan Văn Trị,/ho-chi-minh/meat-bbq-japanese-korean-restaurant,6.3,7.1,6.1,6.8,5.8,5.7
610,Mo Mo Paradise - Nguyễn Thị Minh Khai,/ho-chi-minh/mo-mo-paradise-nguyen-thi-minh-khai,8.064,8.0,7.1,8.5,8.5,8.3
611,Sukiya - Cơm Bò Hầm & Mì Ramen - Dương Bá Trạc,/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-duong-ba-trac,5.626,6.2,5.8,5.0,5.2,5.9
612,NATRAJ - Món Ăn Ấn Độ,/ho-chi-minh/natraj-mon-an-an-do,7.802,7.9,7.4,8.0,8.0,7.8
613,Rico Taco - Mexican Restaurant,/ho-chi-minh/rico-taco-mexican-restaurant,7.562,7.7,6.8,7.8,7.6,8.0
614,Món Huế - 80 Đồng Khởi,/ho-chi-minh/nha-hang-mon-hue-dong-khoi,6.184,7.1,6.3,5.9,5.0,6.7
615,Chị Hoa - Vietnamese Cuisine - Hai Bà Trưng,/ho-chi-minh/chi-hoa-vietnamese-cuisine-hai-ba-trung,8.0,7.5,8.0,8.0,8.0,8.5
616,Nineteen Buffet Restaurant - Caravelle Saigon,/ho-chi-minh/nineteen-buffet-caravelle-hotel,8.108,8.6,7.2,8.3,8.4,8.1
617,Pizza Hut - AEON Mall Bình Tân,/ho-chi-minh/pizza-hut-aeon-mall-binh-tan,6.92,7.4,6.8,7.0,6.4,7.1
618,Kichi Kichi Lẩu Băng Chuyền - Gigamall,/ho-chi-minh/kichi-kichi-lau-bang-chuyen-giga-mall,8.0,8.0,7.9,8.0,8.1,8.0
619,Baby Spoon - Nhà Hàng Nhật Phong Cách Ý,/ho-chi-minh/baby-spoon-nha-hang-nhat-phong-cach-y,8.468,8.7,8.3,8.7,9.0,7.7
620,Ông Mập Quán - Nhà Hàng Hàn Quốc,/ho-chi-minh/ong-map-quan-nha-hang-han-quoc,4.72,4.6,4.6,5.0,4.8,4.6
621,Meiwei - Dimsum & Hải Sản Hấp - Aeon Mall Bình Tân,/ho-chi-minh/meiwei-dimsum-hai-san-hap-aeon-mall-binh-tan,10.0,10.0,10.0,10.0,10.0,10.0
622,Khang Dim Sum Bar,/ho-chi-minh/khang-dim-sum-bar,7.268,7.2,7.5,7.3,6.9,7.4
623,Kobe Teppanyaki - Nhà Hàng Nhật,/ho-chi-minh/kobe-nha-hang-nhat,7.914,8.0,7.0,8.0,8.4,8.2
624,Côn Đảo Quán - Nhà Hàng Hải Sản Tươi Sống,/ho-chi-minh/con-dao-quan-nha-hang-hai-san-tuoi-song,8.6,8.5,8.0,9.0,9.0,8.5
625,Shamballa Vegetarian Restaurant & Tea House,/ho-chi-minh/shamballa-vegetarian-restaurant-tea-house,8.92,9.0,8.2,8.8,9.4,9.2
626,Bò-Lế-Rồ - Nguyễn Tri Phương,/ho-chi-minh/bo-le-ro-bo-nhung-sot-nhung-lau-nguyen-tri-phuong,6.75,7.9,6.3,6.5,6.0,7.1
627,Thái Ộp A Ròi - Nhà Hàng Thái Lan,/ho-chi-minh/thai-op-a-roi-nha-hang-thai-lan,9.134,9.7,9.3,9.0,8.7,9.0
628,Ringer Hut - Japanese Noodle House - Trương Định,/ho-chi-minh/ringer-hut-japanese-noodle-house-truong-dinh,8.43,8.6,7.8,8.6,8.9,8.3
629,Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Duy Trinh,/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-duy-trinh,6.4,7.8,7.0,5.8,5.5,6.0
630,Baozi - Ẩm Thực Đài Loan - Hai Bà Trưng,/ho-chi-minh/baozi-am-thuc-dai-loan-hai-ba-trung,7.118,7.4,6.7,7.3,7.0,7.2
631,Bankara Ramen - Saigon Centre,/ho-chi-minh/bankara-ramen-saigon-centre,7.15,7.5,6.5,7.1,7.2,7.4
632,Domino's Pizza - Đinh Bộ Lĩnh,/ho-chi-minh/domino-s-pizza-dinh-bo-linh,7.27,7.0,7.3,7.6,7.4,7.0
633,Cari & Lẩu Tiều,/ho-chi-minh/cari-lau-tieu,8.466,7.0,9.3,9.3,8.0,8.7
634,Cơm Niêu Sài Gòn - Đề Thám,/ho-chi-minh/com-nieu-sai-gon-de-tham,7.8,8.5,7.5,7.5,7.0,8.5
635,Sago Bistro - The Cafe & Restaurant,/ho-chi-minh/sago-bistro-the-cafe-restaurant,8.16,8.6,7.0,8.4,8.6,8.2
636,Tứ Đại Mỹ Nhân - Miến Trộn Hàn Quốc - Country Market,/ho-chi-minh/tu-dai-my-nhan-mien-tron-han-quoc-phan-van-tri,6.516,7.4,6.9,6.0,6.4,5.9
637,Chè Thái Lan 280,/ho-chi-minh/che-thai-lan-280,6.128,6.7,5.9,5.8,5.9,6.4
638,Cuốn Và Chấm - Pico Plaza,/ho-chi-minh/cuon-va-cham-pico-plaza,9.0,9.0,9.0,9.0,9.0,9.0
639,Papas' Chicken - Phú Mỹ Hưng,/ho-chi-minh/papa-s-chicken,7.052,7.1,6.9,7.8,6.6,6.9
640,Michi Sushi - Nguyễn Huệ,/ho-chi-minh/michi-sushi,7.392,8.0,7.1,7.4,6.4,8.1
641,Lotteria - Phan Xích Long,/ho-chi-minh/lotteria-phan-xich-long,5.978,7.0,6.3,5.9,4.8,5.9
642,Đệ Nhất Sườn Nướng - Phú Mỹ Hưng,/ho-chi-minh/suon-nuong-de-nhat-han-quoc,7.082,7.1,6.5,7.6,7.1,7.1
643,Shin Si Korean Food - Nowzone,/ho-chi-minh/shin-si-korean-food-nowzone,7.5,8.5,7.5,7.5,7.0,7.0
644,Dim Sum Tâm Điểm Tâm,/ho-chi-minh/dim-sum-tam-diem-tam,7.8,8.0,8.0,8.0,8.0,7.0
645,Nhà Hàng Cua Ngon - Nguyễn Thái Bình,/ho-chi-minh/nha-hang-cua-ngon-nguyen-thai-binh,7.172,7.6,6.9,7.7,7.0,6.6
646,Cơm Thố Cháy - Phú Mỹ Hưng,/ho-chi-minh/com-tho-chay-phu-my-hung,4.9,5.5,4.0,5.5,5.0,4.5
647,Jumbo Seafood,/ho-chi-minh/jumbo-seafood,8.218,8.2,7.0,8.7,8.6,8.6
648,Buddha Chay - Nguyễn Chí Thanh,/ho-chi-minh/buddha-chay-2,6.94,7.1,6.7,7.1,6.6,7.1
649,Cơm Niêu D2 ,/ho-chi-minh/com-nieu,6.63,6.8,6.7,7.1,6.4,6.2
650,Cuốn Và Chấm - Lotte Mart Nam Sài Gòn,/ho-chi-minh/cuon-va-cham-lotte-mart-nam-sai-gon,6.328,6.8,5.6,6.4,6.6,6.3
651,Hutong - Hotpot Paradise - Vạn Hạnh Mall,/ho-chi-minh/hutong-hotpot-paradise-van-hanh-mall,7.792,8.1,7.1,7.9,7.7,8.2
652,Grand Sushi KO - Xuân Thủy,/ho-chi-minh/grand-sushi-ko-xuan-thuy,8.03,7.7,7.9,8.2,8.4,8.0
653,Sushi Hokkaido Sachi 北海道サチ - Đông Du,/ho-chi-minh/sushi-hokkaido-sachi-dong-du,8.008,8.2,7.2,8.5,8.1,8.0
654,Let's Poke - Healthy Hawaiian Sashimi - Hồ Xuân Hương,/ho-chi-minh/let-s-poke-healthy-hawaiian-sashimi-ho-xuan-huong,8.388,8.4,8.4,8.5,8.4,8.3
655,Quán An - Ẩm Thực Việt Nam,/ho-chi-minh/quan-an-am-thuc-viet-nam,7.6,7.9,6.8,7.5,7.8,8.1
656,Lẩu Hoàng Yến - Pearl Plaza,/ho-chi-minh/lau-hoang-yen-pearl-plaza,9.086,8.9,8.7,9.4,9.4,9.0
657,Au Parc - Món Địa Trung Hải,/ho-chi-minh/au-parc,8.02,8.4,7.3,8.1,7.9,8.4
658,Thái Công Restaurant,/ho-chi-minh/thai-cong-restaurant,6.4,8.5,5.0,5.5,7.5,5.5
659,Khao Lao - Ẩm Thực Lào - Vạn Hạnh Mall,/ho-chi-minh/khao-lao-am-thuc-lao-van-hanh-mall,7.012,7.3,6.6,6.8,7.1,7.2
660,Ippudo Ramen - Khu Đô Thị Nam Thành Phố,/ho-chi-minh/ippudo-ramen-khu-do-thi-nam-thanh-pho,8.72,8.5,8.1,8.8,9.1,9.1
661,Cocorico - Gà Nướng Pháp Rotisserie - Điện Biên Phủ,/ho-chi-minh/cocorico-ga-nuong-phap-rotisserie-dien-bien-phu,7.924,7.6,7.5,8.1,8.2,8.1
662,Sukiya - Cơm Bò Hầm & Mì Ramen - Pasteur,/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-pasteur,7.018,7.2,6.9,7.0,7.0,7.1
663,Gogi House - Quán Nướng Hàn Quốc - Đinh Tiên Hoàng,/ho-chi-minh/gogi-house-quan-nuong-han-quoc-dinh-tien-hoang,6.866,7.6,6.7,6.5,6.2,7.4
664,Nhà Hàng La Casa - Bùi Viện,/ho-chi-minh/nha-hang-la-casa-bui-vien,7.54,8.2,7.1,7.6,7.2,7.6
665,Bếp Xanh An Duyên - Nhà Hàng Chay,/ho-chi-minh/an-duyen-nha-hang-chay,7.7620000000000005,7.4,7.6,7.8,8.0,8.2
666,Quán Ăn Nguyên Dê - Món Ăn Gia Đình,/ho-chi-minh/quan-an-nguyen-de,3.2,3.0,2.0,3.0,4.0,4.0
667,Hotpot Deli - Crescent Mall,/ho-chi-minh/hotpot-deli-crescent-mall,5.936,6.0,5.7,6.2,6.2,5.7
668,The Little Bistro - Food & Drinks,/ho-chi-minh/the-little-bistro-food-drinks,8.44,8.4,8.0,8.6,9.0,8.1
669,Takoya - Nhà Hàng Nhật,/ho-chi-minh/takoya-nha-hang-nhat,8.2,8.0,8.3,9.0,8.7,7.0
670,Gà Rán KFC - Nơ Trang Long,/ho-chi-minh/kfc-no-trang-long,6.78,7.3,6.7,6.8,6.6,6.5
671,Pháp Hoa - Quán Chay,/ho-chi-minh/phap-hoa-quan-chay,6.906,7.3,7.0,7.0,6.8,6.5
672,Kome Japanese & Vietnamese Fushion,/ho-chi-minh/kome-japanese-vietnamese-fushion,8.132,8.0,9.0,8.3,8.3,7.0
673,Aka House - Quán Nướng Nhật Bản - Tân Sơn Nhì,/ho-chi-minh/aka-house-quan-nuong-nhat-ban-tan-son-nhi,5.748,6.2,5.7,5.6,5.3,5.9
674,GAXEO Chicken - Beer & BBQ - Hồ Tùng Mậu,/ho-chi-minh/gaxeo-chicken-bbq,7.124,7.7,6.7,7.3,6.6,7.3
675,Gà Rán KFC - Hậu Giang,/ho-chi-minh/kfc-hau-giang,7.01,7.4,6.7,6.9,7.0,7.1
676,Khoái - Món Ngon Nha Trang - Lê Quý Đôn,/ho-chi-minh/khoai-mon-ngon-nha-trang,7.432,7.8,6.7,7.6,7.5,7.6
677,bb.q Chicken Premium - Nhà Hàng Hàn Quốc,/ho-chi-minh/bb-q-chicken-premium,8.28,8.3,7.6,8.5,8.5,8.5
678,Ichiba Sushi - Lê Lai,/ho-chi-minh/ichiban-sushi-am-thuc-nhat-ban,7.858,8.0,7.1,8.5,8.2,7.6
679,San Fu Lou - Ẩm Thực Quảng Đông - TTTM RomeA,/ho-chi-minh/san-fu-lou-am-thuc-trung-hoa-tttm-romea,7.498,7.6,6.9,8.0,7.4,7.7
680,Domino's Pizza - Trần Não,/ho-chi-minh/domino-s-pizza-tran-nao,7.244,7.3,7.5,7.4,7.3,6.8
681,Chi Dao Bao - Dimsum,/ho-chi-minh/chi-dao-bao-dimsum,8.154,7.4,7.5,7.6,9.0,9.3
682,Arirang BBQ - Ẩm Thực Hàn Quốc,/ho-chi-minh/arirang-bbq-am-thuc-han-quoc,7.89,8.2,7.1,7.9,8.2,8.2
683,King BBQ Buffet Lotte Mart Nam Sài Gòn,/ho-chi-minh/king-bbq-buffet-lotte-mart-nam-sai-gon,7.852,8.1,7.3,7.7,8.0,8.1
684,Nhà Hàng Văn Hoa,/ho-chi-minh/nha-hang-van-hoa,8.84,9.2,7.6,9.2,9.0,9.2
685,King Beef BBQ,/ho-chi-minh/king-beef-bbq,8.998,8.3,8.8,9.3,9.3,9.2
686,Cơm Tấm Cali 18 - Hoàng Diệu,/ho-chi-minh/com-tam-cali-18-hoang-dieu,6.754,7.2,5.9,6.5,7.1,7.1
687,"Nhà Hàng Mình Ơi - Xôi Bắc, Bún Bò & Cơm Trưa",/ho-chi-minh/nha-hang-minh-oi,7.6,8.5,7.0,7.5,7.0,8.0
688,Ngọc Lan - Nhà Hàng Hải Sản,/ho-chi-minh/ngoc-lan-nha-hang-hai-san,7.96,7.0,7.4,8.8,8.4,8.2
689,Bún chả Hồ Gươm - Bún Chả Hà Nội - Võ Văn Tần,/ho-chi-minh/bun-cha-ho-guom-vo-van-tan,6.618,7.0,6.5,6.7,6.4,6.5
690,Domino's Pizza - Vườn Lài,/ho-chi-minh/domino-s-pizza-vuon-lai,7.106,7.1,7.0,7.2,7.1,7.2
691,Nhà Hàng Những Chàng Trai,/ho-chi-minh/nha-hang-nhung-chang-trai,5.0,6.7,4.3,4.0,4.0,6.0
692,Sushi Go - Mê Linh,/ho-chi-minh/sushi-go-me-linh,8.0,7.9,8.1,8.2,8.1,7.7
693,Octo Tapas Restobar,/ho-chi-minh/octo-tapas-restobar,7.342,7.4,6.1,8.0,6.6,8.6
694,Pachi Pachi - Thịt Nướng Nhật Bản,/ho-chi-minh/pachi-pachi-nha-hang-nuong,6.946,7.3,6.9,7.4,6.6,6.6
695,King BBQ Buffet Song Hành,/ho-chi-minh/king-bbq-buffet-song-hanh,7.918,8.1,7.6,7.8,8.0,8.2
696,Nhà Hàng MAIA Lounge,/ho-chi-minh/nha-hang-maia-lounge,10.0,10.0,10.0,10.0,10.0,10.0
